account_number;agreement_number;account_type;name;balance;debit_credit;block_direct_entries;vat_code;self_url;created_at;updated_at;Mapping;Category
5840;1382005;status;Bankkonto reserve JB 2015670;3526,39;debit;0;\N;https://restapi.e-conomic.com/accounts/5840;10/04/2025 10.33;01/05/2025 15.59;Cash and cash equivalents;Balance sheet
5845;1382005;status;Bank JB 2019284 BS;29444,72;debit;0;\N;https://restapi.e-conomic.com/accounts/5845;10/04/2025 10.33;01/05/2025 15.59;Cash and cash equivalents;Balance sheet
5850;1382005;status;PLEO;82394,92;debit;0;\N;https://restapi.e-conomic.com/accounts/5850;10/04/2025 10.33;01/05/2025 15.59;Other payables;Balance sheet
5880;1382005;status;Interimskonto bank;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5880;10/04/2025 10.33;01/05/2025 15.59;Cash and cash equivalents;Balance sheet
5980;1382005;totalFrom;Omsætningsaktiver i alt;7087133,31;debit;0;\N;https://restapi.e-conomic.com/accounts/5980;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5990;1382005;totalFrom;AKTIVER I ALT;7368239,32;debit;0;\N;https://restapi.e-conomic.com/accounts/5990;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6000;1382005;headingStart;PASSIVER;0;debit;0;\N;https://restapi.e-conomic.com/accounts/6000;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6100;1382005;heading;EGENKAPITAL;0;debit;0;\N;https://restapi.e-conomic.com/accounts/6100;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6110;1382005;status;Selskabskapital;-50000;credit;0;\N;https://restapi.e-conomic.com/accounts/6110;10/04/2025 10.33;01/05/2025 15.59;Equity 01.01;Balance sheet
6120;1382005;status;Overkursfond;0;credit;0;\N;https://restapi.e-conomic.com/accounts/6120;10/04/2025 10.33;01/05/2025 15.59;Other equity adjustments;Balance sheet
6130;1382005;status;Overført resultat tidligere år;-5072902;credit;0;\N;https://restapi.e-conomic.com/accounts/6130;10/04/2025 10.33;01/05/2025 15.59;Equity 01.01;Balance sheet
6140;1382005;sumInterval;Periodens resultat efter skat;-319873,26;credit;0;\N;https://restapi.e-conomic.com/accounts/6140;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6199;1382005;sumInterval;EGENKAPITAL I ALT;-5442775,26;debit;0;\N;https://restapi.e-conomic.com/accounts/6199;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6300;1382005;heading;HENSÆTTELSER;0;debit;0;\N;https://restapi.e-conomic.com/accounts/6300;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6310;1382005;status;Udskudt skat;10309;debit;0;\N;https://restapi.e-conomic.com/accounts/6310;10/04/2025 10.33;01/05/2025 15.59;Other payables;Balance sheet
6320;1382005;status;Øvrige hensættelser;0;debit;0;\N;https://restapi.e-conomic.com/accounts/6320;10/04/2025 10.33;01/05/2025 15.59;Payables other expenses;Balance sheet
6399;1382005;totalFrom;HENSÆTTELSER I ALT;10309;debit;0;\N;https://restapi.e-conomic.com/accounts/6399;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6600;1382005;heading;GÆLD;0;debit;0;\N;https://restapi.e-conomic.com/accounts/6600;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
6610;1382005;status;Skyldig selskabsskat;282416;credit;0;\N;https://restapi.e-conomic.com/accounts/6610;10/04/2025 10.33;01/05/2025 15.59;Corporate tax payables;Balance sheet
6750;1382005;status;Kassekredit;0;credit;0;\N;https://restapi.e-conomic.com/accounts/6750;10/04/2025 10.33;01/05/2025 15.59;Payables to suppliers;Balance sheet
